Supplier_ID,Category,Order_Value_INR,Defect_Rate_Pct,Delay_Rate_Pct,Lead_Time_Days,Weather_Condition,Carrier_Type,Risk_Score,Risk_Level
SUPP_043,Machinery,1702222.59,1.01,15.48,4,Rain,Road,30,Low
SUPP_001,Raw Materials,1185692.69,14.12,26.31,47,Snow,Rail,100,High
SUPP_011,Electronics,9858762.94,0.1,18.81,54,Snow,Sea,76,High
SUPP_016,Packaging,6499923.01,1.02,24.6,43,Storm,Road,71,High
SUPP_033,Raw Materials,6505215.59,14.32,5.39,11,Snow,Rail,69,High
SUPP_016,Electronics,6037977.0,8.77,12.64,53,Snow,Rail,55,Medium
SUPP_037,Machinery,1311899.02,5.94,5.72,18,Clear,Rail,3,Low
SUPP_029,Packaging,2127867.81,0.97,17.02,31,Clear,Rail,17,Low
SUPP_048,Electronics,8725534.96,8.7,11.02,20,Clear,Rail,13,Low
SUPP_027,Electronics,5425774.99,1.28,17.41,15,Clear,Road,29,Low
SUPP_039,Textiles,3993310.62,4.52,5.16,48,Storm,Air,38,Medium
SUPP_042,Machinery,6163280.07,7.9,10.25,49,Storm,Sea,71,High
SUPP_004,Raw Materials,5049784.22,3.09,10.14,3,Snow,Sea,51,Medium
SUPP_036,Textiles,9162092.98,5.46,9.9,8,Snow,Sea,40,Medium
SUPP_046,Machinery,3264842.03,14.82,10.44,7,Clear,Road,35,Low
SUPP_049,Raw Materials,6053175.25,12.05,14.62,19,Clear,Sea,39,Medium
SUPP_023,Packaging,154411.73,13.44,5.33,13,Storm,Road,71,High
SUPP_003,Raw Materials,6198419.02,5.19,26.34,13,Snow,Air,77,High
SUPP_046,Machinery,2305571.99,8.55,11.19,3,Clear,Sea,39,Medium
SUPP_040,Raw Materials,289896.42,1.84,4.69,8,Rain,Road,15,Low
SUPP_026,Raw Materials,4620347.84,11.31,27.26,45,Snow,Air,95,High
SUPP_046,Packaging,8272091.07,8.86,11.24,30,Clear,Rail,33,Low
SUPP_003,Textiles,5569135.9,12.41,19.31,26,Clear,Rail,47,Medium
SUPP_030,Textiles,6005701.78,6.27,28.78,15,Rain,Rail,41,Medium
SUPP_001,Textiles,6070640.71,3.39,19.14,10,Clear,Rail,12,Low
SUPP_038,Machinery,8205115.05,12.39,23.84,54,Rain,Air,74,High
SUPP_047,Raw Materials,5452831.42,5.67,19.13,48,Clear,Rail,27,Low
SUPP_043,Textiles,1885367.56,3.11,12.21,7,Storm,Rail,41,Medium
SUPP_027,Textiles,4008044.74,7.72,15.02,9,Rain,Sea,37,Medium
SUPP_026,Packaging,8399508.75,2.27,15.67,22,Storm,Rail,32,Low
SUPP_009,Raw Materials,757999.0,8.65,17.41,49,Snow,Sea,73,High
SUPP_045,Textiles,5600843.07,14.4,2.41,16,Storm,Air,51,Medium
SUPP_013,Raw Materials,488455.32,2.86,16.7,38,Storm,Sea,51,Medium
SUPP_044,Raw Materials,503572.32,14.19,25.42,57,Rain,Sea,91,High
SUPP_046,Electronics,818015.93,2.63,4.68,27,Storm,Rail,33,Low
SUPP_038,Textiles,5209688.8,3.76,11.39,44,Snow,Sea,60,Medium
SUPP_028,Electronics,6858926.78,14.24,5.13,14,Clear,Road,30,Low
SUPP_025,Raw Materials,5569581.44,1.24,1.12,58,Clear,Road,28,Low
SUPP_013,Packaging,3344907.57,11.51,13.0,33,Rain,Sea,64,Medium
SUPP_044,Packaging,5817210.02,0.43,29.67,49,Rain,Road,47,Medium
SUPP_045,Packaging,9679637.24,8.29,28.93,40,Rain,Road,52,Medium
SUPP_023,Machinery,2407393.74,1.54,6.19,48,Clear,Air,22,Low
SUPP_048,Textiles,6791580.76,8.25,14.78,13,Snow,Air,54,Medium
SUPP_033,Packaging,4398662.64,9.45,19.78,20,Clear,Rail,12,Low
SUPP_025,Machinery,3282981.8,10.34,28.89,46,Storm,Road,100,High
SUPP_001,Packaging,4924211.24,9.5,22.45,23,Rain,Rail,57,Medium
SUPP_015,Packaging,215924.34,3.0,24.5,29,Rain,Air,25,Low
SUPP_019,Machinery,8334487.14,12.08,26.13,50,Rain,Road,74,High
SUPP_012,Raw Materials,6935903.0,2.19,13.06,17,Clear,Rail,5,Low
SUPP_003,Machinery,4057257.87,7.84,29.9,17,Storm,Sea,80,High
SUPP_009,Raw Materials,7700754.44,14.91,1.32,56,Storm,Road,87,High
SUPP_022,Machinery,5739303.69,6.57,4.7,42,Rain,Road,30,Low
SUPP_010,Packaging,3576052.97,4.61,22.2,44,Clear,Sea,62,Medium
SUPP_032,Textiles,5910749.91,14.09,11.15,16,Storm,Road,60,Medium
SUPP_046,Packaging,6576237.97,3.06,10.14,45,Rain,Air,42,Medium
SUPP_034,Electronics,738078.0,12.43,8.38,8,Rain,Rail,42,Medium
SUPP_035,Textiles,480986.97,10.52,10.59,54,Snow,Road,87,High
SUPP_023,Raw Materials,4153410.45,3.02,15.88,46,Rain,Sea,47,Medium
SUPP_022,Packaging,4433364.64,4.83,27.45,29,Storm,Air,61,Medium
SUPP_049,Textiles,6955473.27,2.82,10.25,42,Snow,Road,55,Medium
SUPP_008,Packaging,9084750.14,3.71,3.65,12,Snow,Air,33,Low
SUPP_042,Textiles,1091525.91,2.02,17.64,34,Rain,Road,38,Medium
SUPP_044,Packaging,357762.27,10.74,11.49,25,Snow,Road,72,High
SUPP_025,Packaging,2573447.07,9.67,8.99,50,Storm,Road,60,Medium
SUPP_034,Packaging,5901531.69,4.81,19.18,24,Snow,Rail,48,Medium
SUPP_003,Packaging,6135881.87,4.51,8.42,43,Rain,Sea,43,Medium
SUPP_033,Electronics,1687974.11,2.8,23.93,19,Clear,Air,16,Low
SUPP_050,Textiles,4388152.05,8.95,18.1,7,Clear,Road,23,Low
SUPP_014,Raw Materials,861670.51,1.41,5.98,31,Snow,Road,49,Medium
SUPP_014,Textiles,2179247.05,4.32,12.61,10,Snow,Road,49,Medium
SUPP_048,Raw Materials,3905140.39,12.97,9.96,27,Clear,Rail,18,Low
SUPP_046,Packaging,2696677.05,5.06,17.16,6,Clear,Road,37,Medium
SUPP_005,Electronics,6642550.78,12.13,26.69,30,Rain,Sea,72,High
SUPP_036,Electronics,238506.76,11.07,7.04,42,Rain,Sea,57,Medium
SUPP_027,Machinery,6402963.41,4.86,2.66,31,Snow,Rail,40,Medium
SUPP_028,Packaging,59247.7,13.56,1.71,37,Clear,Rail,38,Medium
SUPP_044,Electronics,4191814.67,5.41,27.44,10,Clear,Road,49,Medium
SUPP_049,Textiles,5146536.34,10.24,28.02,40,Clear,Road,52,Medium
SUPP_023,Textiles,8047364.6,1.35,12.19,27,Clear,Sea,28,Low
SUPP_044,Packaging,8868567.75,2.36,5.4,21,Clear,Sea,11,Low
SUPP_049,Machinery,591937.17,2.82,28.99,59,Snow,Rail,66,High
SUPP_043,Electronics,6338591.12,10.92,11.64,36,Snow,Air,72,High
SUPP_035,Raw Materials,2105481.11,4.77,19.45,23,Rain,Rail,28,Low
SUPP_035,Packaging,5257901.49,13.83,24.55,42,Rain,Sea,78,High
SUPP_044,Packaging,7960827.28,4.92,23.19,15,Clear,Air,31,Low
SUPP_008,Electronics,6594275.67,9.66,1.74,50,Clear,Rail,39,Medium
SUPP_035,Textiles,9037318.65,4.08,24.56,19,Clear,Sea,40,Medium
SUPP_014,Packaging,8097821.92,13.14,9.77,14,Rain,Rail,31,Low
SUPP_042,Textiles,8579447.83,11.49,5.25,25,Rain,Air,42,Medium
SUPP_012,Raw Materials,9452989.44,10.27,10.62,18,Storm,Air,68,High
SUPP_008,Raw Materials,6474964.18,7.71,4.48,35,Clear,Rail,2,Low
SUPP_042,Textiles,1812415.08,0.18,13.92,49,Clear,Sea,45,Medium
SUPP_043,Electronics,6842393.42,3.61,28.36,52,Storm,Road,84,High
SUPP_013,Textiles,2929936.9,11.77,24.29,46,Snow,Sea,95,High
SUPP_023,Raw Materials,5998507.87,1.32,19.76,36,Rain,Road,17,Low
SUPP_019,Textiles,1730141.71,0.9,21.81,28,Clear,Air,30,Low
SUPP_021,Machinery,8498525.3,5.81,5.88,12,Snow,Sea,49,Medium
SUPP_040,Packaging,5511650.83,2.92,21.89,42,Rain,Sea,66,High
SUPP_021,Machinery,4635938.47,12.45,25.06,53,Rain,Road,84,High
SUPP_021,Raw Materials,1098743.71,12.6,20.46,32,Rain,Rail,66,High
SUPP_018,Packaging,3077206.55,2.17,18.75,55,Rain,Sea,48,Medium
SUPP_031,Machinery,3294773.13,1.16,11.14,51,Snow,Sea,58,Medium
SUPP_050,Packaging,2369074.48,10.46,19.26,14,Snow,Road,68,High
SUPP_012,Textiles,1366265.08,14.67,17.9,31,Clear,Sea,54,Medium
SUPP_009,Textiles,5465360.5,14.64,11.7,45,Rain,Sea,73,High
SUPP_047,Electronics,3473711.6,7.86,13.78,30,Clear,Road,37,Medium
SUPP_033,Electronics,5079931.88,7.67,5.01,9,Snow,Air,51,Medium
SUPP_003,Textiles,4766362.35,6.82,26.21,31,Storm,Rail,74,High
SUPP_042,Raw Materials,4250812.73,11.8,6.68,17,Storm,Rail,62,Medium
SUPP_015,Textiles,6505033.78,6.34,14.28,59,Storm,Air,77,High
SUPP_030,Textiles,7533537.61,7.74,10.3,7,Clear,Rail,26,Low
SUPP_024,Textiles,9957557.8,6.59,27.7,17,Clear,Air,43,Medium
SUPP_040,Raw Materials,594590.43,3.14,13.14,58,Rain,Rail,26,Low
SUPP_011,Raw Materials,52259.03,13.73,25.47,23,Rain,Rail,51,Medium
SUPP_023,Electronics,1719755.23,1.89,2.96,19,Rain,Rail,6,Low
SUPP_015,Electronics,9291639.21,6.51,4.46,5,Storm,Sea,57,Medium
SUPP_015,Electronics,776385.75,11.19,21.62,43,Rain,Sea,83,High
SUPP_025,Machinery,7506321.22,13.78,4.13,35,Snow,Road,72,High
SUPP_003,Packaging,7515094.9,4.19,19.12,57,Clear,Sea,42,Medium
SUPP_048,Packaging,4549414.67,11.11,20.91,43,Rain,Rail,81,High
SUPP_042,Machinery,8621384.58,13.0,1.29,59,Storm,Road,66,High
SUPP_034,Packaging,4634299.32,14.83,15.01,43,Snow,Air,76,High
SUPP_034,Machinery,7557965.14,3.8,16.61,47,Storm,Sea,71,High
SUPP_032,Machinery,8582429.55,1.55,21.48,15,Clear,Air,23,Low
SUPP_029,Raw Materials,119473.51,6.11,7.81,52,Rain,Road,35,Low
SUPP_033,Packaging,3406439.56,12.43,1.02,2,Rain,Air,46,Medium
SUPP_012,Raw Materials,2449593.88,3.58,2.98,20,Storm,Road,46,Medium
SUPP_043,Raw Materials,5577718.22,4.44,13.1,31,Snow,Sea,61,Medium
SUPP_047,Electronics,9776087.77,12.14,22.38,43,Snow,Rail,86,High
SUPP_031,Raw Materials,8407977.72,5.16,21.56,59,Rain,Rail,66,High
SUPP_002,Raw Materials,3180557.64,10.14,25.49,57,Clear,Air,76,High
SUPP_037,Textiles,7193430.27,4.33,10.46,35,Rain,Air,12,Low
SUPP_041,Textiles,7620815.48,0.74,26.07,7,Clear,Air,19,Low
SUPP_004,Raw Materials,1760171.3,7.2,22.4,17,Storm,Air,66,High
SUPP_034,Machinery,4428707.2,7.29,7.16,29,Clear,Sea,10,Low
SUPP_006,Raw Materials,8372388.18,7.59,1.42,24,Snow,Rail,36,Medium
SUPP_031,Raw Materials,2032235.87,4.33,9.38,47,Rain,Rail,27,Low
SUPP_039,Raw Materials,3963540.67,8.21,5.64,20,Rain,Sea,21,Low
SUPP_011,Packaging,1717287.07,4.72,15.6,7,Snow,Road,56,Medium
SUPP_015,Machinery,7407718.87,9.72,5.52,54,Snow,Air,50,Medium
SUPP_007,Electronics,7941628.95,3.39,6.39,24,Rain,Rail,12,Low
SUPP_010,Textiles,9558712.2,14.31,11.22,16,Clear,Air,28,Low
SUPP_031,Textiles,1831994.65,5.94,28.49,3,Clear,Road,52,Medium
SUPP_006,Machinery,8300048.87,7.67,18.99,17,Rain,Road,38,Medium
SUPP_050,Machinery,4807681.29,11.54,19.23,30,Snow,Sea,66,High
SUPP_003,Textiles,4530310.71,8.01,22.63,59,Snow,Air,87,High
SUPP_031,Machinery,9244526.24,12.32,17.29,53,Storm,Road,80,High
SUPP_028,Raw Materials,3591779.85,2.31,18.3,37,Storm,Rail,50,Medium
SUPP_050,Raw Materials,3852128.77,2.07,6.7,48,Clear,Sea,24,Low
SUPP_039,Textiles,5665734.03,14.0,18.01,33,Snow,Sea,79,High
SUPP_013,Electronics,7605143.01,10.72,6.6,51,Clear,Road,36,Medium
SUPP_034,Electronics,3813333.93,7.81,12.98,26,Snow,Air,62,Medium
SUPP_045,Packaging,4153046.55,1.18,17.7,12,Snow,Sea,49,Medium
SUPP_007,Raw Materials,7266606.49,5.47,3.53,42,Snow,Sea,67,High
SUPP_017,Textiles,5477628.89,3.19,16.78,25,Snow,Sea,44,Medium
SUPP_040,Packaging,8496792.5,6.02,8.12,25,Snow,Air,38,Medium
SUPP_027,Textiles,3461247.7,1.76,17.54,31,Snow,Air,37,Medium
SUPP_024,Textiles,7161221.97,3.68,13.87,30,Snow,Sea,63,Medium
SUPP_020,Textiles,855489.67,13.16,22.14,21,Storm,Rail,74,High
SUPP_048,Raw Materials,6013761.28,3.1,26.82,30,Clear,Air,18,Low
SUPP_029,Raw Materials,9523021.34,11.1,18.33,44,Clear,Air,51,Medium
SUPP_033,Machinery,543578.79,3.93,14.49,38,Storm,Road,57,Medium
SUPP_011,Machinery,7451856.61,13.8,13.29,27,Clear,Road,43,Medium
SUPP_010,Machinery,9617429.78,6.73,15.18,3,Snow,Road,45,Medium
SUPP_005,Packaging,9100007.31,8.58,23.1,50,Rain,Sea,83,High
SUPP_006,Textiles,3451397.97,6.56,25.61,36,Clear,Rail,32,Low
SUPP_026,Textiles,7949654.58,14.12,19.07,47,Storm,Road,78,High
SUPP_050,Raw Materials,8060718.25,12.69,12.46,50,Snow,Rail,94,High
SUPP_001,Raw Materials,4048668.9,10.14,14.06,30,Storm,Air,61,Medium
SUPP_003,Textiles,3601975.17,9.56,6.41,42,Rain,Air,38,Medium
SUPP_044,Electronics,5479674.89,3.14,9.47,27,Storm,Air,44,Medium
SUPP_042,Electronics,4851882.29,3.32,29.05,27,Rain,Road,40,Medium
SUPP_018,Machinery,6150861.52,12.1,9.69,27,Storm,Rail,56,Medium
SUPP_026,Textiles,5379563.28,9.31,20.74,45,Rain,Road,75,High
SUPP_048,Electronics,2099501.36,0.11,2.14,10,Clear,Sea,22,Low
SUPP_047,Textiles,2461419.27,9.98,25.33,3,Storm,Sea,84,High
SUPP_018,Raw Materials,8576795.93,14.09,15.28,41,Rain,Rail,51,Medium
SUPP_026,Textiles,8562733.68,6.33,9.97,45,Clear,Sea,38,Medium
SUPP_012,Machinery,730985.06,13.47,4.46,13,Clear,Road,39,Medium
SUPP_033,Packaging,8166666.54,9.0,12.42,8,Storm,Road,60,Medium
SUPP_033,Packaging,5859996.93,3.18,25.69,38,Storm,Rail,60,Medium
SUPP_025,Textiles,3593126.2,10.24,8.95,4,Snow,Air,49,Medium
SUPP_049,Packaging,7080711.08,8.08,19.42,30,Snow,Rail,45,Medium
SUPP_038,Electronics,2156871.33,0.72,10.34,12,Snow,Road,40,Medium
SUPP_017,Electronics,8586452.39,10.04,13.63,15,Snow,Air,77,High
SUPP_044,Raw Materials,7206489.75,13.96,16.3,47,Storm,Rail,71,High
SUPP_023,Textiles,575625.53,10.92,4.52,32,Clear,Sea,43,Medium
SUPP_016,Packaging,4848626.3,0.95,6.06,35,Clear,Rail,0,Low
SUPP_044,Packaging,7132190.55,13.49,17.9,20,Clear,Air,26,Low
SUPP_031,Packaging,1258078.31,10.84,6.33,52,Storm,Air,70,High
SUPP_037,Packaging,6252626.68,9.08,15.2,9,Rain,Air,30,Low
SUPP_032,Raw Materials,1406884.76,10.95,24.58,49,Rain,Air,72,High
SUPP_017,Raw Materials,7755473.97,5.84,15.69,49,Rain,Air,56,Medium
SUPP_016,Textiles,7512039.13,12.1,4.97,31,Storm,Air,51,Medium
SUPP_050,Electronics,8939377.05,5.88,9.35,27,Clear,Road,10,Low
SUPP_044,Machinery,8372335.19,12.95,10.16,11,Clear,Road,52,Medium
SUPP_031,Packaging,457292.75,0.84,19.08,39,Storm,Rail,53,Medium
SUPP_037,Packaging,3279861.23,10.12,10.78,7,Snow,Air,75,High
SUPP_049,Textiles,2849438.69,6.92,14.79,19,Storm,Rail,63,Medium
SUPP_015,Textiles,7514024.63,6.91,25.52,43,Rain,Road,64,Medium
SUPP_034,Machinery,5073868.94,11.55,2.8,27,Snow,Road,74,High
SUPP_033,Packaging,1236143.91,0.64,2.53,24,Snow,Air,26,Low
SUPP_030,Electronics,4407103.88,12.68,8.61,34,Snow,Sea,59,Medium
SUPP_045,Electronics,447229.2,6.79,17.75,55,Clear,Air,42,Medium
SUPP_025,Textiles,3357645.59,4.8,4.09,45,Clear,Sea,35,Low
SUPP_024,Textiles,1039971.96,11.52,29.02,59,Storm,Air,88,High
SUPP_036,Packaging,5190444.54,4.34,16.0,43,Rain,Sea,53,Medium
SUPP_031,Textiles,6867486.41,4.42,6.84,55,Storm,Sea,60,Medium
SUPP_012,Machinery,3214494.14,13.88,2.63,9,Snow,Air,62,Medium
SUPP_027,Packaging,9132367.96,9.19,16.85,14,Storm,Rail,58,Medium
SUPP_018,Machinery,3465591.12,12.8,17.22,59,Rain,Air,61,Medium
SUPP_037,Raw Materials,9067023.52,11.18,16.45,38,Clear,Sea,56,Medium
SUPP_016,Textiles,6964437.88,0.26,12.43,27,Snow,Rail,53,Medium
SUPP_013,Raw Materials,3491295.64,0.62,22.64,10,Rain,Rail,39,Medium
SUPP_001,Raw Materials,8804385.59,9.77,27.08,14,Snow,Rail,63,Medium
SUPP_009,Textiles,1356315.32,4.71,6.85,8,Storm,Rail,27,Low
SUPP_020,Packaging,4053611.85,4.54,19.14,37,Clear,Rail,20,Low
SUPP_007,Raw Materials,3761348.36,3.21,21.18,38,Clear,Air,37,Medium
SUPP_017,Machinery,3295394.03,7.08,5.29,28,Clear,Rail,6,Low
SUPP_048,Packaging,2130518.78,2.04,6.9,5,Storm,Sea,37,Medium
SUPP_024,Textiles,5675888.6,0.41,2.0,13,Storm,Sea,34,Low
SUPP_002,Machinery,3053003.23,0.66,15.66,6,Clear,Sea,31,Low
SUPP_044,Textiles,6363836.85,9.36,4.5,35,Rain,Air,23,Low
SUPP_050,Packaging,1909967.72,6.73,15.16,59,Storm,Sea,78,High
SUPP_044,Textiles,1037334.48,6.49,19.23,8,Snow,Rail,63,Medium
SUPP_006,Machinery,6293305.59,13.86,29.93,44,Storm,Rail,100,High
SUPP_041,Raw Materials,2394102.87,4.72,12.57,55,Rain,Sea,53,Medium
SUPP_027,Textiles,2074705.55,14.32,27.64,17,Snow,Road,82,High
SUPP_006,Raw Materials,3421189.56,6.14,7.93,38,Storm,Air,32,Low
SUPP_021,Packaging,6421788.43,12.77,22.49,58,Storm,Sea,100,High
SUPP_039,Machinery,2776188.38,8.94,15.19,46,Storm,Rail,72,High
SUPP_050,Packaging,7436580.87,3.5,2.7,6,Snow,Rail,21,Low
SUPP_011,Raw Materials,4769371.22,2.6,11.29,49,Clear,Air,38,Medium
SUPP_047,Raw Materials,5853907.12,13.28,5.4,50,Storm,Road,70,High
SUPP_014,Raw Materials,7966819.3,1.25,9.19,5,Snow,Road,31,Low
SUPP_007,Electronics,2601309.63,14.02,4.8,32,Snow,Road,64,Medium
SUPP_002,Machinery,3714088.57,14.69,13.2,35,Clear,Road,52,Medium
SUPP_017,Textiles,9103805.07,10.79,17.88,48,Rain,Road,67,High
SUPP_042,Machinery,8650444.35,6.91,14.78,45,Storm,Air,58,Medium
SUPP_016,Packaging,7581430.21,10.37,26.05,51,Snow,Air,100,High
SUPP_009,Textiles,4297240.37,1.76,1.88,5,Rain,Road,16,Low
SUPP_003,Packaging,2079746.31,12.41,17.17,16,Storm,Rail,77,High
SUPP_030,Textiles,9719860.75,7.74,9.44,51,Storm,Rail,49,Medium
SUPP_009,Textiles,8585684.95,4.64,6.59,37,Rain,Rail,3,Low
SUPP_041,Textiles,7168041.12,14.6,6.84,58,Snow,Sea,81,High
SUPP_023,Machinery,799249.26,5.7,24.8,56,Rain,Road,64,Medium
SUPP_029,Packaging,4594469.4,5.01,2.52,59,Storm,Rail,54,Medium
SUPP_017,Raw Materials,2584749.64,5.34,21.46,22,Storm,Road,67,High
SUPP_001,Textiles,1290241.92,14.43,19.44,31,Rain,Sea,65,Medium
SUPP_019,Machinery,838170.84,0.8,1.56,32,Clear,Rail,9,Low
SUPP_049,Machinery,6078673.31,6.48,1.79,37,Storm,Road,52,Medium
SUPP_050,Machinery,154606.58,11.45,26.91,30,Storm,Air,80,High
SUPP_001,Textiles,5378647.61,7.21,12.29,7,Storm,Air,64,Medium
SUPP_027,Textiles,8944638.43,5.1,18.84,17,Snow,Rail,63,Medium
SUPP_016,Raw Materials,9313436.27,0.85,16.87,26,Snow,Rail,34,Low
SUPP_015,Packaging,1471002.33,8.74,9.19,30,Clear,Rail,18,Low
SUPP_041,Raw Materials,4079437.44,14.98,2.59,22,Storm,Sea,57,Medium
SUPP_042,Textiles,871592.97,2.4,13.75,39,Storm,Rail,42,Medium
SUPP_013,Electronics,2624984.46,4.82,3.52,22,Rain,Air,23,Low
SUPP_019,Electronics,9667256.47,14.18,10.71,14,Snow,Rail,71,High
SUPP_018,Textiles,9100474.14,0.19,24.51,20,Snow,Air,68,High
SUPP_021,Electronics,958691.06,2.51,28.86,21,Rain,Road,38,Medium
SUPP_035,Electronics,191256.51,3.94,14.05,37,Rain,Road,33,Low
SUPP_019,Packaging,7344945.76,14.93,9.34,8,Rain,Rail,41,Medium
SUPP_047,Electronics,8832023.8,1.54,2.62,26,Rain,Road,9,Low
SUPP_010,Electronics,624523.74,12.69,2.71,5,Snow,Air,63,Medium
SUPP_022,Machinery,1082375.62,4.5,3.63,20,Storm,Rail,31,Low
SUPP_024,Machinery,1376601.82,12.79,24.7,24,Clear,Sea,66,High
SUPP_006,Raw Materials,8962477.24,0.53,7.95,29,Clear,Sea,23,Low
SUPP_050,Machinery,3391642.7,7.76,24.1,46,Clear,Rail,51,Medium
SUPP_012,Raw Materials,7069625.75,2.89,22.77,11,Storm,Rail,59,Medium
SUPP_001,Electronics,1478270.32,2.86,6.28,23,Rain,Rail,17,Low
SUPP_050,Machinery,8455735.93,1.29,21.5,40,Rain,Road,46,Medium
SUPP_013,Machinery,5713604.31,13.03,17.91,35,Clear,Air,31,Low
SUPP_031,Machinery,3918245.71,2.06,8.61,10,Storm,Sea,38,Medium
SUPP_011,Electronics,2477753.26,14.5,28.79,6,Clear,Sea,63,Medium
SUPP_031,Packaging,3513116.96,13.44,29.03,26,Rain,Sea,71,High
SUPP_004,Raw Materials,1648304.45,2.68,8.74,49,Clear,Air,24,Low
SUPP_041,Machinery,2341676.29,1.69,24.83,26,Storm,Road,50,Medium
SUPP_011,Packaging,7485610.7,0.81,28.51,45,Clear,Rail,47,Medium
SUPP_016,Electronics,117625.66,11.48,15.91,3,Clear,Rail,34,Low
SUPP_045,Textiles,5248843.25,9.65,23.8,8,Rain,Sea,53,Medium
SUPP_050,Electronics,7174047.7,9.15,3.57,56,Rain,Air,26,Low
SUPP_032,Electronics,687742.37,8.98,22.45,35,Storm,Road,71,High
SUPP_004,Packaging,6887540.46,12.24,13.1,33,Rain,Road,42,Medium
SUPP_009,Machinery,9381366.71,10.19,4.45,13,Rain,Sea,50,Medium
SUPP_036,Packaging,2239896.16,3.88,26.45,11,Snow,Air,51,Medium
SUPP_002,Machinery,7167872.95,4.14,23.05,33,Storm,Air,54,Medium
SUPP_017,Electronics,123549.42,7.69,5.04,39,Snow,Rail,33,Low
SUPP_036,Packaging,8722279.53,6.33,13.89,38,Snow,Air,47,Medium
SUPP_037,Raw Materials,7180232.67,5.44,8.77,26,Storm,Sea,47,Medium
SUPP_047,Machinery,960300.81,11.22,1.37,7,Storm,Air,61,Medium
SUPP_005,Textiles,1869502.04,3.56,19.43,3,Rain,Rail,34,Low
SUPP_019,Packaging,7788289.02,3.47,6.1,27,Storm,Rail,41,Medium
SUPP_001,Textiles,3075741.63,12.19,9.52,59,Snow,Air,71,High
SUPP_002,Textiles,7283834.34,10.42,29.63,42,Storm,Air,100,High
SUPP_021,Electronics,6640063.24,9.18,27.54,34,Snow,Air,79,High
SUPP_034,Machinery,7530391.73,8.57,8.97,4,Rain,Sea,43,Medium
SUPP_021,Machinery,3371077.14,8.73,26.78,57,Storm,Road,84,High
SUPP_007,Textiles,6335638.06,7.83,2.48,12,Clear,Road,17,Low
SUPP_009,Raw Materials,4945417.21,4.72,6.27,33,Clear,Air,9,Low
SUPP_007,Machinery,3261957.44,3.95,14.46,8,Rain,Road,21,Low
SUPP_003,Textiles,9281070.04,13.03,21.52,28,Snow,Rail,83,High
SUPP_034,Textiles,7769978.68,12.14,23.27,26,Storm,Road,89,High
SUPP_024,Raw Materials,6456884.17,12.53,17.74,53,Clear,Road,45,Medium
SUPP_014,Machinery,4610716.62,7.98,2.0,39,Clear,Rail,21,Low
SUPP_041,Electronics,860399.77,6.58,9.49,11,Storm,Rail,44,Medium
SUPP_024,Electronics,1377492.54,10.41,24.06,34,Storm,Road,90,High
SUPP_047,Electronics,1087915.22,2.27,26.44,31,Storm,Road,62,Medium
SUPP_014,Textiles,4699246.91,1.69,19.84,54,Clear,Road,26,Low
SUPP_047,Raw Materials,8290449.4,9.43,3.18,59,Snow,Air,57,Medium
SUPP_013,Textiles,540624.42,3.94,4.93,54,Rain,Air,20,Low
SUPP_036,Textiles,3897629.68,12.34,29.12,33,Snow,Road,90,High
SUPP_050,Textiles,1169406.15,11.07,8.98,59,Storm,Rail,78,High
SUPP_045,Machinery,4395740.29,7.01,23.88,30,Clear,Air,44,Medium
SUPP_012,Textiles,6559493.6,14.97,3.17,34,Snow,Sea,75,High
SUPP_043,Raw Materials,4108564.58,5.28,1.63,37,Snow,Sea,50,Medium
SUPP_021,Textiles,6825485.25,13.2,15.91,36,Storm,Sea,71,High
SUPP_027,Machinery,7690369.82,11.3,18.06,52,Storm,Air,71,High
SUPP_037,Textiles,8272583.6,10.55,14.32,6,Rain,Rail,43,Medium
SUPP_050,Textiles,4297602.54,7.09,27.93,11,Storm,Sea,82,High
SUPP_029,Machinery,3150946.52,7.93,2.92,7,Snow,Road,50,Medium
SUPP_047,Electronics,3632596.02,7.22,11.3,22,Storm,Road,57,Medium
SUPP_034,Raw Materials,7010365.86,4.67,2.66,6,Storm,Road,39,Medium
SUPP_020,Raw Materials,6572324.22,0.69,18.33,53,Rain,Sea,49,Medium
SUPP_002,Packaging,8913779.88,6.79,14.32,22,Rain,Road,26,Low
SUPP_003,Machinery,6724112.0,12.34,8.09,39,Storm,Air,58,Medium
SUPP_009,Packaging,9379731.53,5.34,13.94,8,Storm,Air,45,Medium
SUPP_015,Packaging,1063693.7,13.68,24.79,57,Storm,Road,100,High
SUPP_037,Machinery,5164532.53,9.13,19.32,30,Rain,Road,40,Medium
SUPP_047,Packaging,5846211.09,10.29,22.84,55,Snow,Air,100,High
SUPP_032,Textiles,8702683.75,2.92,12.63,8,Clear,Sea,32,Low
SUPP_003,Textiles,3996076.22,1.96,16.24,49,Snow,Road,55,Medium
SUPP_050,Electronics,2068389.73,14.97,16.7,58,Storm,Sea,100,High
SUPP_028,Machinery,9667261.24,6.67,8.55,29,Clear,Air,7,Low
SUPP_048,Textiles,7429757.08,10.16,6.97,37,Clear,Rail,23,Low
SUPP_004,Packaging,1304795.91,2.03,20.61,54,Clear,Sea,40,Medium
SUPP_035,Textiles,820244.94,7.74,10.96,4,Rain,Sea,35,Low
SUPP_033,Raw Materials,5808626.94,9.31,23.66,59,Rain,Road,72,High
